file,status,inbound_references,referenced_by_app,stub_score,loc
predictive_executor.py,ACTIVE_REAL,4,False,0,1009
predictive_market_intelligence.py,ACTIVE_REAL,3,False,0,1111
proactive_intelligence.py,ACTIVE_REAL,1,False,0,686
product_generation_pipeline.py,ACTIVE_REAL,1,False,2,1650
proposal_engine.py,ACTIVE_REAL,2,False,0,560
prospect_discovery.py,ACTIVE_REAL,2,False,0,407
real_action_engine.py,ACTIVE_REAL,8,False,2,525
realtime_state_sync.py,ACTIVE_REAL,7,False,0,708
revenue_automation.py,DEAD,0,False,0,406
revenue_automation_engine.py,ACTIVE_REAL,2,False,2,1601
revenue_generation_system.py,ACTIVE_REAL,6,False,0,1740
revenue_intelligence_system.py,ACTIVE_REAL,1,True,0,793
revenue_operator.py,ACTIVE_REAL,1,False,0,1345
revenue_pipeline_agents.py,ACTIVE_REAL,9,False,0,978
revenue_pipeline_factory.py,ACTIVE_REAL,2,True,0,749
run.py,ACTIVE_REAL,0,False,0,25
safe_task.py,ACTIVE_REAL,47,True,1,116
scripts/activate_revenue_local.py,DEAD,0,False,0,84
scripts/ai/brain-bridge.py,DEAD,0,False,0,97
scripts/ai/brainops-god-mode.py,DEAD,0,False,0,228
scripts/ai/master-qa.py,DEAD,0,False,1,166
scripts/ai/research.py,DEAD,0,False,2,23
scripts/backfill_embeddings_proper.py,DEAD,0,False,0,225
scripts/get_keep_master_token.py,DEAD,0,False,0,76
scripts/list_agents.py,DEAD,0,False,0,49
scripts/migrate_memories.py,DEAD,0,False,2,149
scripts/real_lead_generator.py,DEAD,0,False,0,175
scripts/remove_runtime_ddl.py,DEAD,0,False,0,92
scripts/schema_check.py,DEAD,0,False,0,76
scripts/seed_roofing_labor_ml_samples.py,DEAD,0,False,0,209
scripts/transform_ddl.py,DEAD,0,False,0,314
self_coding_engine.py,ACTIVE_REAL,1,False,0,510
self_evolution.py,ACTIVE_REAL,1,False,0,539
self_healing_reconciler.py,ACTIVE_REAL,2,True,0,746
self_healing_recovery.py,ACTIVE_REAL,5,True,0,1591
service_circuit_breakers.py,ACTIVE_REAL,6,True,0,970
services/lead_segmentation_sequences.py,ACTIVE_REAL,1,False,2,307
session_context_manager.py,ACTIVE_REAL,1,False,0,687
slack_notifications.py,ACTIVE_REAL,4,True,0,315
src/api_exposed.py,DEAD,0,False,0,34
src/graph/product_agent.py,ACTIVE_REAL,2,True,0,64
system_awareness.py,ACTIVE_REAL,1,False,2,521
system_improvement_agent.py,ACTIVE_REAL,2,True,0,570
system_observability.py,ACTIVE_REAL,1,True,0,606
task_queue_consumer.py,ACTIVE_REAL,2,True,0,469
tests/conftest.py,ACTIVE_REAL,0,False,2,289
tests/test_affiliate_payouts.py,ACTIVE_REAL,0,False,2,52
tests/test_ai_os_integration.py,ACTIVE_REAL,0,False,2,347
tests/test_alive_core_self_state.py,ACTIVE_REAL,0,False,0,79
tests/test_api_e2e_suite.py,ACTIVE_REAL,0,False,0,615
tests/test_circuit_breakers.py,ACTIVE_REAL,0,False,0,322
tests/test_consciousness_db_guardrails.py,ACTIVE_REAL,0,False,0,44
tests/test_database_errors.py,ACTIVE_REAL,0,False,0,47
tests/test_db_permissions.py,ACTIVE_REAL,0,False,1,43
tests/test_e2e_rate_limit_bypass.py,ACTIVE_REAL,0,False,0,165
tests/test_e2e_verification_scope.py,ACTIVE_REAL,0,False,0,40
tests/test_erp_bridge.py,ACTIVE_REAL,0,False,0,90
tests/test_follow_up_engine.py,ACTIVE_REAL,0,False,0,63
tests/test_guardrail_bypass.py,ACTIVE_REAL,0,False,1,152
tests/test_guardrail_semantic.py,ACTIVE_REAL,0,False,0,104
tests/test_gumroad_webhook_utils.py,ACTIVE_REAL,0,False,0,27
tests/test_health.py,ACTIVE_REAL,0,False,0,42
tests/test_lead_discovery.py,ACTIVE_REAL,0,False,0,379
tests/test_live_memory_persist_payloads.py,ACTIVE_REAL,0,False,0,97
tests/test_live_memory_persistence.py,ACTIVE_REAL,0,False,0,137
tests/test_market_intelligence_news.py,ACTIVE_REAL,0,False,0,31
tests/test_mcp_sql_validation.py,ACTIVE_REAL,0,False,2,37
tests/test_mcp_write_guard.py,ACTIVE_REAL,0,False,0,61
tests/test_memory_api.py,ACTIVE_REAL,0,False,0,66
tests/test_multi_round_debate.py,ACTIVE_REAL,0,False,0,348
tests/test_ooda_speculation.py,ACTIVE_REAL,0,False,0,38
tests/test_predictive_executor.py,ACTIVE_REAL,0,False,0,475
tests/test_readiness.py,ACTIVE_REAL,0,False,0,39
tests/test_reasoning_guard.py,ACTIVE_REAL,0,False,0,64
tests/test_relationships_api.py,ACTIVE_REAL,0,False,0,56
tests/test_revenue_discovery.py,ACTIVE_REAL,0,False,0,39
tests/test_revenue_drive.py,ACTIVE_REAL,0,False,0,42
tests/test_revenue_reinforcement.py,ACTIVE_REAL,0,False,0,109
tests/test_semantic_guardrail.py,ACTIVE_REAL,0,False,0,54
tests/test_slack_notifications_safe_task.py,ACTIVE_REAL,0,False,0,42
tests/test_task_routing.py,ACTIVE_REAL,0,False,2,26
tests/test_tenant_isolation_proof.py,ACTIVE_REAL,0,False,0,70
tests/test_workflow_engine.py,ACTIVE_REAL,0,False,0,483
true_self_awareness.py,ACTIVE_REAL,1,True,2,470
ui_tester_agent.py,ACTIVE_REAL,7,False,2,840
ui_testing_playwright.py,ACTIVE_REAL,1,False,0,817
unified_awareness.py,ACTIVE_REAL,1,True,0,595
unified_brain.py,ACTIVE_REAL,8,False,0,1226
unified_memory_manager.py,ACTIVE_REAL,21,True,0,2083
unified_system_integration.py,ACTIVE_REAL,1,False,2,848
upsell_engine.py,ACTIVE_REAL,3,False,0,258
utils/__init__.py,DEAD,0,False,0,0
utils/embedding_provider.py,ACTIVE_REAL,20,True,0,344
utils/outbound.py,ACTIVE_REAL,6,False,0,130
vector_memory_system.py,ACTIVE_REAL,1,False,0,546
vision_alignment_agent.py,ACTIVE_REAL,2,True,0,326
